"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0d2iYfpKoM0QCKvcLCkBao","Eastside (with Halsey & Khalid)","spotify:artist:5CiGnKThu5ctn9pBxv7DGa, spotify:artist:26VFTg2z8YR0cCuwLzESi2, spotify:artist:6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid","spotify:album:7pkLXlFdpQDfmHujT2AbBK","Eastside (with Halsey & Khalid)","spotify:artist:5CiGnKThu5ctn9pBxv7DGa, spotify:artist:26VFTg2z8YR0cCuwLzESi2, spotify:artist:6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid","2018-07-12","https://i.scdn.co/image/ab67616d0000b2733154f0bdf9a17385d7afc6ba","1","1","173799","","false","71","USUM71809132","spotify:user:1234656043","2018-10-04T05:15:59Z"
"spotify:track:58q2HKrzhC3ozto2nDdN4z","I Like It","spotify:artist:4kYSro6naA4h99UJvo89HB, spotify:artist:4q3ewBCX7sLwd24euuV69X, spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5","Cardi B, Bad Bunny, J Balvin","spotify:album:4KdtEKjY3Gi0mKiSdy96ML","Invasion of Privacy","spotify:artist:4kYSro6naA4h99UJvo89HB","Cardi B","2018-04-06","https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab","1","7","253390","https://p.scdn.co/mp3-preview/4b5a31cd2fe4445038798e33787ebf0fca645f86?cid=9950ac751e34487dbbe027c4fd7f8e99","true","75","USAT21801431","spotify:user:1234656043","2018-10-04T05:20:29Z"
"spotify:track:2iUXsYOEPhVqEBwsqP70rE","Youngblood","spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","spotify:album:2D0Hi3Jj6RFnpWDcSa0Otu","Youngblood (Deluxe)","spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","2018-06-15","https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557","1","1","203417","","false","77","GBUM71800366","spotify:user:1234656043","2018-10-04T05:25:28Z"
"spotify:track:1D2L6MefbXon28PzIk9I3r","92 Explorer","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","spotify:album:6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","2018-04-27","https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268","1","16","211426","","true","67","USUM71805176","spotify:user:1234656043","2018-10-04T05:54:22Z"
"spotify:track:5iA1cY97oy6mPaksYsu9DG","ANYWAY","spotify:artist:1sSoNWrCtpzRan5yNkBTcL","Only One Felipe","spotify:album:25rWuA3bzAgI23ymR0UwFY","The Only One 2","spotify:artist:1sSoNWrCtpzRan5yNkBTcL","Only One Felipe","2018-09-28","https://i.scdn.co/image/ab67616d0000b273e1c7280991ec55093cc7d377","1","3","176400","","true","1","USUM71814975","spotify:user:121406865","2018-10-04T15:08:31Z"
"spotify:track:3zECQWhwAEydeK9jUTPamo","Where Have You Gone (Anywhere)","spotify:artist:5wwneIFdawNgQ7GvKK29Z3","Lucas & Steve","spotify:album:7rm4n2mqFk66n5AOXg3whr","Where Have You Gone (Anywhere)","spotify:artist:5wwneIFdawNgQ7GvKK29Z3","Lucas & Steve","2018-09-28","https://i.scdn.co/image/ab67616d0000b2734dd3ee879001d398a70e06f7","1","1","158602","https://p.scdn.co/mp3-preview/9fe226eef797811dfd691a105ecd640a6823e0aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","NLZ541801150","spotify:user:121406865","2018-10-04T15:30:18Z"
"spotify:track:7q8cy4uoA2itYATsKeXhcq","Multi Millionaire (feat. Lil Uzi Vert)","spotify:artist:3wyVrVrFCkukjdVIdirGVY, spotify:artist:4O15NlyKLIASxsJ0PrXPfz","Lil Pump, Lil Uzi Vert","spotify:album:68lx51m4UDlHBNaDucTN6E","Multi Millionaire (feat. Lil Uzi Vert)","spotify:artist:3wyVrVrFCkukjdVIdirGVY","Lil Pump","2018-10-05","https://i.scdn.co/image/ab67616d0000b27304b8b7420cf11e7c332b1d56","1","1","170958","https://p.scdn.co/mp3-preview/a04821aba98d9d2473aa1ad78485ed7d75b8f01e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","36","USWB11802132","spotify:user:121406865","2018-10-05T14:11:03Z"
"spotify:track:5vd10VHBbAmN30bw4eBUzh","Talking","spotify:artist:5L8p9kDnX2cgoI8VLUL2p4, spotify:artist:3ppZNqihWOzuH4A0f4KmeP","BeatKing, Gangsta Boo","spotify:album:6jsM6GfDq8qYFw1FKCia65","Underground Cassette Tape Music, Vol. 2","spotify:artist:5L8p9kDnX2cgoI8VLUL2p4, spotify:artist:3ppZNqihWOzuH4A0f4KmeP","BeatKing, Gangsta Boo","2018-10-05","https://i.scdn.co/image/ab67616d0000b2734e59394039560699a6bdd77c","1","2","188448","https://p.scdn.co/mp3-preview/1d3522fc515dec92d80d679c2049e0dd751d6b54?cid=9950ac751e34487dbbe027c4fd7f8e99","true","10","UST8K1803080","spotify:user:121406865","2018-10-05T14:33:57Z"
"spotify:track:1DCR4JRXMA1O6CjQ53KTwH","Hoovela","spotify:artist:77AiFEVeAVj2ORpC85QVJs, spotify:artist:3CShHu0KxcIhKMmg6IaXN0","Steve Aoki, TWIIG","spotify:album:1FWuFhIU9p72irRZPDc6UV","Hoovela","spotify:artist:77AiFEVeAVj2ORpC85QVJs","Steve Aoki","2018-10-05","https://i.scdn.co/image/ab67616d0000b273fcc70fa4d6f6c1d60d575f58","1","1","207120","","false","0","USUS11800283","spotify:user:121406865","2018-10-05T15:03:32Z"
"spotify:track:4HWuBSTyTKJF7BXWwu9jjB","Alien Boy - Big Data Remix","spotify:artist:6TLwD7HPWuiOzvXEa3oCNe, spotify:artist:4S1nvNHWiZLP4rzwmULmUa","Oliver Tree, Big Data","spotify:album:1s1VZvsNejbnLmt0nDCGle","Alien Boy (Big Data Remix)","spotify:artist:6TLwD7HPWuiOzvXEa3oCNe, spotify:artist:4S1nvNHWiZLP4rzwmULmUa","Oliver Tree, Big Data","2018-10-05","https://i.scdn.co/image/ab67616d0000b273a715e17bc906a641d48bf0f5","1","1","180000","https://p.scdn.co/mp3-preview/7234fbcf22d34ed6d6194216d458f46de10d1de5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","USAT21811286","spotify:user:121406865","2018-10-05T15:14:37Z"
"spotify:track:3z386FAnbXwbyuvVomY1mK","Wide Awake! (Club Mix)","spotify:artist:23NIwARd4vPbxt3wwNnJ6k","Parquet Courts","spotify:album:5tAGPfa9fMDe8HLkorHcp8","Wide Awake! Remixes","spotify:artist:23NIwARd4vPbxt3wwNnJ6k","Parquet Courts","2018-09-28","https://i.scdn.co/image/ab67616d0000b273009bab95fa954ea6e828649b","1","2","313040","","false","0","GBCVZ1800071","spotify:user:121406865","2018-10-05T15:38:07Z"
"spotify:track:6JpRPKdcdOwuLmED6OLx7D","Crazy","spotify:artist:1FlLYBayEG9Ja4lpQXX8fd","Cape Lions","spotify:album:3clJliG8knlwilTsUNyTFM","Crazy","spotify:artist:1FlLYBayEG9Ja4lpQXX8fd","Cape Lions","2018-10-03","https://i.scdn.co/image/ab67616d0000b273afe3c829e60a840de7704ac7","1","1","204374","https://p.scdn.co/mp3-preview/997be9522ee76ce00b28fb4078426204faa5bfc7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","UST8K1823507","spotify:user:121406865","2018-10-05T17:08:06Z"
"spotify:track:71xI4ZDMKkKKKjSc1NG6wC","Dangerous","spotify:artist:6xh20mDGCfR9jH2tYotdBE, spotify:artist:7i9j813KFoSBMldGqlh2Z1","Kid Enigma, Riton","spotify:album:44cPuGEHKTIeErDy9cCA8d","Dangerous","spotify:artist:6xh20mDGCfR9jH2tYotdBE, spotify:artist:7i9j813KFoSBMldGqlh2Z1","Kid Enigma, Riton","2018-10-03","https://i.scdn.co/image/ab67616d0000b2737d9c05c1215e8f2fcac185f0","1","1","168447","https://p.scdn.co/mp3-preview/3c6b55fff9f24ecfd5f90296b7467d2eb90328e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","GBARL1801392","spotify:user:121406865","2018-10-05T17:30:41Z"
"spotify:track:6TYjjoeVCTF5GXBxsMnzsu","Outstanding","spotify:artist:5SyGEPymt1G2uto47tVWvZ","MadeinTYO","spotify:album:0inXg3KlubllOtmSv9JOxO","Outstanding","spotify:artist:5SyGEPymt1G2uto47tVWvZ","MadeinTYO","2018-09-28","https://i.scdn.co/image/ab67616d0000b273be992b2fcf91944f89f5366d","1","1","162266","","true","0","QMRSZ1801730","spotify:user:121406865","2018-10-05T18:14:21Z"
